year,na_sales,eu_sales,global_sales,jp_sales,other_sales,rank,genre,name,platform,publisher
2015,1.1100000143051147,6.059999942779541,8.489999771118164,0.05999999865889549,1.2599999904632568,78,Sports,FIFA 16,PS4,Electronic Arts
2010,1.7899999618530273,3.5299999713897705,8.489999771118164,2.490000009536743,0.6800000071525574,79,Misc,Wii Party,Wii,Nintendo
2004,6.820000171661377,1.5299999713897705,8.489999771118164,0.05000000074505806,0.07999999821186066,80,Shooter,Halo 2,XB,Microsoft Game Studios
2007,3.809999942779541,2.299999952316284,8.420000076293945,1.5800000429153442,0.7300000190734863,81,Misc,Mario Party 8,Wii,Nintendo
2012,2.9100000858306885,1.8600000143051147,8.329999923706055,3.140000104904175,0.4300000071525574,82,Role-Playing,Pokemon Black 2/Pokemon White 2,DS,Nintendo
2012,1.059999942779541,5.050000190734863,8.239999771118164,0.12999999523162842,2.009999990463257,83,Action,FIFA Soccer 13,PS3,Electronic Arts
2009,0.9800000190734863,6.420000076293945,8.109999656677246,0,0.7099999785423279,84,Simulation,The Sims 3,PC,Electronic Arts
1997,5.800000190734863,2.009999990463257,8.09000015258789,0.12999999523162842,0.15000000596046448,85,Shooter,GoldenEye 007,N64,Nintendo
2007,2.5799999237060547,3.9000000953674316,8.0600004196167,0.6600000262260437,0.9100000262260437,86,Sports,Mario & Sonic at the Olympic Games,Wii,Sega
2001,2.9100000858306885,2.069999933242798,8.050000190734863,2.7300000190734863,0.33000001311302185,87,Role-Playing,Final Fantasy X,PS2,Sony Computer Entertainment
1999,2.2799999713897705,1.7200000286102295,7.860000133514404,3.630000114440918,0.23000000417232513,88,Role-Playing,Final Fantasy VIII,PS,SquareSoft
2008,2.819999933242798,1.7799999713897705,7.840000152587891,2.690000057220459,0.550000011920929,89,Role-Playing,Pokémon Platinum Version,DS,Nintendo
1982,7.28000020980835,0.44999998807907104,7.809999942779541,0,0.07999999821186066,90,Puzzle,Pac-Man,2600,Atari
2005,2.9000000953674316,2.8299999237060547,7.71999979019165,0.23999999463558197,1.75,91,Action,Grand Theft Auto: Liberty City Stories,PSP,Take-Two Interactive
2010,3.6600000858306885,2.4200000762939453,7.690000057220459,0.9800000190734863,0.6399999856948853,92,Platform,Super Mario Galaxy 2,Wii,Nintendo
2015,2.930000066757202,3.2899999618530273,7.670000076293945,0.2199999988079071,1.2300000190734863,93,Shooter,Star Wars Battlefront (2015),PS4,Electronic Arts
2014,2.799999952316284,3.299999952316284,7.599999904632568,0.14000000059604645,1.3700000047683716,94,Shooter,Call of Duty: Advanced Warfare,PS4,Activision
1998,4.099999904632568,1.8899999856948853,7.599999904632568,1.4500000476837158,0.1599999964237213,95,Action,The Legend of Zelda: Ocarina of Time,N64,Nintendo
1997,3.7799999713897705,2.1700000762939453,7.579999923706055,1.309999942779541,0.3100000023841858,96,Platform,Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment
1988,5.389999866485596,1.1799999475479126,7.460000038146973,0.699999988079071,0.1899999976158142,97,Platform,Super Mario Bros. 2,NES,Nintendo
2014,3.240000009536743,1.350000023841858,7.449999809265137,2.4200000762939453,0.4300000071525574,98,Fighting,Super Smash Bros. for Wii U and 3DS,3DS,Nintendo
2008,4.789999961853027,1.899999976158142,7.369999885559082,0,0.6899999976158142,99,Shooter,Call of Duty: World at War,X360,Activision
2011,4.460000038146973,2.130000114440918,7.340000152587891,0.05999999865889549,0.6899999976158142,100,Shooter,Battlefield 3,X360,Electronic Arts
2006,3.8299999237060547,2.190000057220459,7.309999942779541,0.6000000238418579,0.699999988079071,101,Action,The Legend of Zelda: Twilight Princess,Wii,Nintendo
2015,4.519999980926514,2.0899999141693115,7.300000190734863,0.009999999776482582,0.6700000166893005,102,Shooter,Call of Duty: Black Ops 3,XOne,Activision
2009,3.509999990463257,3.0299999713897705,7.269999980926514,0,0.7300000190734863,103,Misc,Just Dance,Wii,Ubisoft
2011,2.8499999046325684,2.930000066757202,7.230000019073486,0.3499999940395355,1.100000023841858,104,Shooter,Battlefield 3,PS3,Electronic Arts
2003,3.2699999809265137,2.8299999237060547,7.199999809265137,0.07999999821186066,1.0199999809265137,105,Racing,Need for Speed Underground,PS2,Electronic Arts
1998,3.2699999809265137,2.2200000286102295,7.159999847412109,1.399999976158142,0.28999999165534973,106,Fighting,Tekken 3,PS,Sony Computer Entertainment
1998,3.680000066757202,1.75,7.130000114440918,1.4199999570846558,0.2800000011920929,107,Platform,Crash Bandicoot 3: Warped,PS,Sony Computer Entertainment
2001,4.409999847412109,1.0399999618530273,7.070000171661377,1.3899999856948853,0.2199999988079071,108,Fighting,Super Smash Bros. Melee,GC,Nintendo
2014,3.130000114440918,2.069999933242798,6.960000038146973,1.2699999809265137,0.49000000953674316,109,Racing,Mario Kart 8,WiiU,Nintendo
2015,2.4700000286102295,3.1500000953674316,6.960000038146973,0.23999999463558197,1.100000023841858,110,Role-Playing,Fallout 4,PS4,Bethesda Softworks
2003,4.119999885559082,1.7699999809265137,6.949999809265137,0.8700000047683716,0.1899999976158142,111,Racing,Mario Kart: Double Dash!!,GC,Nintendo
2012,4.139999866485596,2.2100000381469727,6.909999847412109,0,0.5600000023841858,112,Misc,Just Dance 4,Wii,Ubisoft
2013,0.7799999713897705,4.320000171661377,6.900000095367432,0.07000000029802322,1.7300000190734863,113,Sports,FIFA 14,PS3,Electronic Arts
2004,2.7100000381469727,3.0199999809265137,6.900000095367432,0.07999999821186066,1.090000033378601,114,Racing,Need for Speed Underground 2,PS2,Electronic Arts
2002,2.930000066757202,2.75,6.829999923706055,0.17000000178813934,0.9900000095367432,115,Shooter,Medal of Honor: Frontline,PS2,Electronic Arts
2011,2.7699999809265137,2.799999952316284,6.829999923706055,0.1899999976158142,1.059999942779541,116,Action,Uncharted 3: Drake's Deception,PS3,Sony Computer Entertainment
1996,3.2300000190734863,2.3499999046325684,6.820000171661377,0.9399999976158142,0.30000001192092896,117,Platform,Crash Bandicoot,PS,Sony Computer Entertainment
2010,3.5,2.640000104904175,6.809999942779541,0,0.6700000166893005,118,Sports,Zumba Fitness,Wii,505 Games
2008,4.150000095367432,1.9199999570846558,6.760000228881836,0.05999999865889549,0.6399999856948853,119,Shooter,Gears of War 2,X360,Microsoft Game Studios
2009,3.2699999809265137,2.25,6.730000019073486,0.20999999344348907,1,120,Action,Uncharted 2: Among Thieves,PS3,Sony Computer Entertainment
2007,3.0999999046325684,2.299999952316284,6.71999979019165,0.2800000011920929,1.0399999618530273,121,Shooter,Call of Duty 4: Modern Warfare,PS3,Activision
2011,0.8399999737739563,4.320000171661377,6.690000057220459,0.10999999940395355,1.4199999570846558,122,Sports,FIFA 12,PS3,Electronic Arts
2005,1.6699999570846558,2.7799999713897705,6.670000076293945,1.600000023841858,0.6200000047683716,123,Misc,Big Brain Academy,DS,Nintendo
2010,2.7899999618530273,2.609999895095825,6.599999904632568,0.17000000178813934,1.0299999713897705,124,Action,Red Dead Redemption,PS3,Take-Two Interactive
2014,0.7900000214576721,4.289999961853027,6.590000152587891,0.05000000074505806,1.4700000286102295,125,Sports,FIFA 15,PS4,Electronic Arts
2010,3.25,1.840000033378601,6.590000152587891,1.0299999713897705,0.4699999988079071,126,Platform,Donkey Kong Country Returns,Wii,Nintendo
2011,2.549999952316284,2.7100000381469727,6.559999942779541,0.25,1.0499999523162842,127,Role-Playing,The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks
1986,3.740000009536743,0.9300000071525574,6.510000228881836,1.690000057220459,0.14000000059604645,128,Action,The Legend of Zelda,NES,Nintendo
2012,2.640000104904175,2.559999942779541,6.5,0.1599999964237213,1.1399999856948853,129,Action,Assassin's Creed III,PS3,Ubisoft
2001,4.980000019073486,1.2999999523162842,6.429999828338623,0.07999999821186066,0.07000000029802322,130,Shooter,Halo: Combat Evolved,XB,Microsoft Game Studios
2004,2.569999933242798,1.5800000429153442,6.409999847412109,2.059999942779541,0.20999999344348907,131,Role-Playing,Pokémon Emerald Version,GBA,Nintendo
2002,3.640000104904175,1.2000000476837158,6.400000095367432,1.4900000095367432,0.07000000029802322,132,Role-Playing,Kingdom Hearts,PS2,Sony Computer Entertainment
2000,2.549999952316284,1.559999942779541,6.389999866485596,1.2899999618530273,0.9900000095367432,133,Role-Playing,Pokémon Crystal Version,GB,Nintendo
2009,4.340000152587891,1.350000023841858,6.360000133514404,0.05999999865889549,0.6100000143051147,134,Shooter,Halo 3: ODST,X360,Microsoft Game Studios
2010,3.700000047683716,1.9700000286102295,6.340000152587891,0.09000000357627869,0.5699999928474426,135,Action,Red Dead Redemption,X360,Take-Two Interactive
2002,4.010000228881836,1.2599999904632568,6.309999942779541,0.8700000047683716,0.17000000178813934,136,Platform,Super Mario Sunshine,GC,Nintendo
1992,2.4700000286102295,0.8299999833106995,6.300000190734863,2.869999885559082,0.11999999731779099,137,Fighting,Street Fighter II: The World Warrior,SNES,Capcom
2004,0.07000000029802322,6.210000038146973,6.28000020980835,0,0,138,Role-Playing,World of Warcraft,PC,Activision
1999,3.109999895095825,2.799999952316284,6.269999980926514,0.019999999552965164,0.33000001311302185,139,Action,Driver,PS,GT Interactive
2010,3.9200000762939453,1.7799999713897705,6.239999771118164,0.029999999329447746,0.5099999904632568,140,Sports,Kinect Sports,X360,Microsoft Game Studios
2011,4.050000190734863,1.6200000047683716,6.239999771118164,0.07000000029802322,0.49000000953674316,141,Shooter,Gears of War 3,X360,Microsoft Game Studios
2006,3.5399999618530273,1.899999976158142,6.110000133514404,0.07000000029802322,0.6000000238418579,142,Shooter,Gears of War,X360,Microsoft Game Studios
2001,2.450000047683716,2.009999990463257,6.050000190734863,0.8700000047683716,0.7200000286102295,143,Action,Metal Gear Solid 2: Sons of Liberty,PS2,Konami Digital Entertainment
1992,4.46999979019165,1.2000000476837158,6.03000020980835,0.1599999964237213,0.1899999976158142,144,Platform,Sonic the Hedgehog 2,GEN,Sega
2008,2.630000114440918,1.7400000095367432,6.03000020980835,0.8299999833106995,0.8299999833106995,145,Action,Metal Gear Solid 4: Guns of the Patriots,PS3,Konami Digital Entertainment
1998,3.180000066757202,1.8300000429153442,6.03000020980835,0.7799999713897705,0.23999999463558197,146,Action,Metal Gear Solid,PS,Konami Digital Entertainment
2013,2.4100000858306885,2.2799999713897705,5.989999771118164,0.2800000011920929,1.0099999904632568,147,Action,The Last of Us,PS3,Sony Computer Entertainment Europe
2006,1.8799999952316284,0,5.949999809265137,2.3299999237060547,1.7400000095367432,148,Role-Playing,Final Fantasy XII,PS2,Square Enix
2008,2.799999952316284,2.049999952316284,5.920000076293945,0.17000000178813934,0.8999999761581421,149,Platform,LittleBigPlanet,PS3,Sony Computer Entertainment
2009,0.6600000262260437,0.6899999976158142,5.840000152587891,4.349999904632568,0.15000000596046448,150,Role-Playing,Dragon Quest IX: Sentinels of the Starry Skies,DS,Nintendo
2007,3.6600000858306885,1.6299999952316284,5.829999923706055,0,0.5299999713897705,151,Action,LEGO Star Wars: The Complete Saga,Wii,LucasArts
1998,1.8799999952316284,1.4700000286102295,5.820000171661377,2.0199999809265137,0.44999998807907104,152,Action,Resident Evil 2,PS,Virgin Interactive
1996,2.259999990463257,1.8899999856948853,5.739999771118164,1.3600000143051147,0.23000000417232513,153,Fighting,Tekken 2,PS,Sony Computer Entertainment
2006,3.130000114440918,1.940000057220459,5.71999979019165,0.07000000029802322,0.5799999833106995,154,Simulation,Cooking Mama,DS,505 Games
2014,2.490000009536743,2.049999952316284,5.650000095367432,0.1599999964237213,0.9599999785423279,155,Shooter,Destiny,PS4,Activision
1988,2.9700000286102295,0.6899999976158142,5.579999923706055,1.809999942779541,0.10999999940395355,156,Puzzle,Tetris,NES,Nintendo
2009,2.5399999618530273,1.9500000476837158,5.570000171661377,0.20999999344348907,0.8700000047683716,157,Action,Assassin's Creed II,PS3,Ubisoft
1999,2.950000047683716,0.6000000238418579,5.550000190734863,1.9700000286102295,0.03999999910593033,158,Fighting,Super Smash Bros.,N64,Nintendo
2007,3.2799999713897705,1.649999976158142,5.550000190734863,0.07000000029802322,0.550000011920929,159,Adventure,Assassin's Creed,X360,Ubisoft
2011,2.700000047683716,1.909999966621399,5.53000020980835,0.10999999940395355,0.800000011920929,160,Action,Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment
2009,2.990000009536743,1.9199999570846558,5.510000228881836,0.10000000149011612,0.5099999904632568,161,Racing,Forza Motorsport 3,X360,Microsoft Game Studios
2008,0.4699999988079071,0.5699999928474426,5.5,4.130000114440918,0.3400000035762787,162,Role-Playing,Monster Hunter Freedom Unite,PSP,Capcom
2001,3.140000104904175,1.2400000095367432,5.489999771118164,0.9100000262260437,0.20000000298023224,163,Platform,Super Mario Advance,GBA,Nintendo
2001,2.619999885559082,1.6399999856948853,5.46999979019165,0.9900000095367432,0.23000000417232513,164,Racing,Mario Kart: Super Circuit,GBA,Nintendo
2001,3.2100000381469727,1.1100000143051147,5.460000038146973,0.949999988079071,0.20000000298023224,165,Platform,Super Mario World,GBA,Nintendo
1999,3.180000066757202,1.2400000095367432,5.449999809265137,0.9399999976158142,0.09000000357627869,166,Strategy,Pokemon Stadium,N64,Nintendo
2008,2.7200000286102295,1.8700000047683716,5.429999828338623,0,0.8399999737739563,167,Shooter,Call of Duty: World at War,PS3,Activision
2001,2.069999933242798,2.2899999618530273,5.420000076293945,0.23999999463558197,0.8199999928474426,168,Platform,Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive
2014,1.9700000286102295,2.509999990463257,5.420000076293945,0,0.9399999976158142,169,Misc,Minecraft,PS3,Sony Computer Entertainment
2009,1.7400000095367432,1.2400000095367432,5.360000133514404,1.8700000047683716,0.5199999809265137,170,Role-Playing,Final Fantasy XIII,PS3,Square Enix
1989,2.180000066757202,0.9599999785423279,5.340000152587891,2,0.20000000298023224,171,Puzzle,Dr. Mario,GB,Nintendo
1999,3.0199999809265137,1.1200000047683716,5.309999942779541,1.0099999904632568,0.1599999964237213,172,Misc,Pokemon Pinball,GB,Nintendo
2012,3.130000114440918,1.7100000381469727,5.300000190734863,0.029999999329447746,0.4399999976158142,173,Action,Assassin's Creed III,X360,Ubisoft
2000,1.6200000047683716,0.7699999809265137,5.300000190734863,2.7799999713897705,0.14000000059604645,174,Role-Playing,Final Fantasy IX,PS,SquareSoft
2003,1.9199999570846558,1.0800000429153442,5.289999961853027,2.109999895095825,0.17000000178813934,175,Role-Playing,Final Fantasy X-2,PS2,Electronic Arts
1999,3.3299999237060547,0.7900000214576721,5.269999980926514,1.090000033378601,0.05999999865889549,176,Platform,Donkey Kong 64,N64,Nintendo
2009,3.0999999046325684,1.559999942779541,5.269999980926514,0.07999999821186066,0.5099999904632568,177,Action,Assassin's Creed II,X360,Ubisoft
2007,1.2200000286102295,2.4800000190734863,5.260000228881836,1.0299999713897705,0.5199999809265137,178,Puzzle,Professor Layton and the Curious Village,DS,Nintendo
1997,2.299999952316284,2.4600000381469727,5.239999771118164,0.20000000298023224,0.2800000011920929,179,Action,Tomb Raider II,PS,Eidos Interactive
,4.260000228881836,0.25999999046325684,5.230000019073486,0.009999999776482582,0.7099999785423279,180,Sports,Madden NFL 2004,PS2,Electronic Arts
2004,0.6499999761581421,0.75,5.210000038146973,3.609999895095825,0.20000000298023224,181,Role-Playing,Dragon Quest VIII: Journey of the Cursed King,PS2,Square Enix
2012,2.430000066757202,2.1500000953674316,5.199999809265137,0,0.6200000047683716,182,Role-Playing,Diablo III,PC,Activision
2003,2.930000066757202,1.25,5.199999809265137,0.8299999833106995,0.20000000298023224,183,Platform,Super Mario Bros. 3,GBA,Nintendo
2012,2.319999933242798,1.2999999523162842,5.190000057220459,1.2699999809265137,0.3100000023841858,184,Platform,New Super Mario Bros. U,WiiU,Nintendo
1994,2.490000009536743,0.9800000190734863,5.190000057220459,1.5700000524520874,0.15000000596046448,185,Platform,Super Mario Land 3: Wario Land,GB,Nintendo
2012,1.0800000429153442,3.4800000190734863,5.179999828338623,0.029999999329447746,0.5799999833106995,186,Action,FIFA Soccer 13,X360,Electronic Arts
2007,1.899999976158142,1.8300000429153442,5.170000076293945,0.949999988079071,0.49000000953674316,187,Action,The Legend of Zelda: Phantom Hourglass,DS,Nintendo
1995,2.0999999046325684,0.7400000095367432,5.150000095367432,2.200000047683716,0.10999999940395355,188,Platform,Donkey Kong Country 2: Diddy's Kong Quest,SNES,Nintendo
